CompanyNumber,NiceName,CompanyStatus
07171300,"Lingen Community Broadband Community Interest Company",Active
NI609796,"Link Academy CIC",Active
07603518,"Linked Education (Liverpool) C.i.c.","Active - Proposal to Strike off"
07281728,"Links Art Gallery C.I.C.",Active
07177828,"Links for Change C.I.C.",Active
07916741,"Linkyouth UK CIC","Active - Proposal to Strike off"
08062977,"Linskill Healthy Walks Community Interest Company",Active
07586773,"Linton Festival CIC",Active
07980481,"Lion Mouth Community Interest Company",Active
06220234,"Lionheart Radio and Media Community Interest Company",Active
06844590,"Lippy People Community Interest Company",Active
06389627,"Liskeard Galleries Community Interest Company","Active - Proposal to Strike off"
06944869,"Listed Theatre Community Interest Company",Active
06661990,"Listening Matters Community Interest Company","Active - Proposal to Strike off"
07914543,"Listeningwise CIC",Active
07069961,"Litlington Kindergarten CIC",Active
07930059,"Little Acorns Childrens' Club CIC",Active
07775309,"Little Angels (Greater Manchester) CIC",Active
05101588,"Little Angels Support and Wellbeing Community Interest Company",Liquidation
07986978,"Little Avenues Pre-School CIC",Active
07644232,"Little Big Butterfly CIC",Active
07669706,"Little Big Mouth Theatre Community Interest Company",Active
07495044,"Little Busy Bodies Pre-School CIC",Active
05881718,"Little Butterflies Woodville Preschool Community Interest Company",Active
07557839,"Little Farm Community Interest Company",Active
06600652,"Little Fish Theatre Community Interest Company",Active
06982048,"Little Friends (Winchester) Community Interest Company",Active
06728683,"Little Growers C.i.c",Active
06969922,"Little Hands Design C.i.c",Active
05739266,"Little Herons Childcare Cic","Active - Proposal to Strike off"
06911773,"Little League Sports Community Interest Company",Active
06844444,"Little Learners Loughton Community Interest Company",Active
07277497,"Little Leintwardine Nursery CIC",Active
06589977,"Little Mice 2 Day Nursery C.i.c",Active
07060011,"Little Purple Dot Community Interest Company",Active
06276625,"Little Rainbows Pre-School C.I.C.",Active
08048445,"Little Teapots Play Group CIC",Active
05645010,"Little Wasters Community Interest Company",Active
05834534,"Littleborough Marina Community Interest Company",Active
05896419,"Littlecombe Community Interest Company",Active
05993666,"Littlehampton Day Nursery Community Interest Company",Active
06995640,"Live and Learn (Community Education) Community Interest Company",Active
06731814,"Live Arts C.i.c.",Active
08077504,"Live Heritage C.I.C.",Active
07018447,"Live Sport Community Interest Company",Liquidation
07909509,"Live'n'up the Projects Community Interest Company",Active
06743821,"Live'n'upmusic Community Interest Company",Active
06322602,"Liveamp CIC",Active
07663926,"Liverpool Art Biosciences Collective Community Interest Company",Active
07159767,"Liverpool Chamber of Commerce C.I.C.",Active
06775703,"Liverpool Chinese Business Association Community Interest Company",Active
06842201,"Liverpool Chinese Community Foundation C.I.C.",Active
07476711,"Liverpool City Region Cic","Active - Proposal to Strike off"
07390676,"Liverpool Community and Legal Services C.i.c.",Active
07825530,"Liverpool Futures Community Interest Company",Active
07803960,"Liverpool Heritage Models CIC","Active - Proposal to Strike off"
07382553,"Liverpool Ladies FC CIC",Active
07270854,"Liverpool Rangers Rugby Football Club Cic","Active - Proposal to Strike off"
07568764,"Liverpool Ropewalks Community Interest Company",Active
07217998,"Liverpool Social Care Partnership (LSCP) Community Interest Company",Active
06846062,"Lives Not Knives Community Interest Company",Active
06471008,"Livesthroughfriends CIC",Active
02848685,"Living (DLC) Community Interest Company",Active
NI605490,"Living Campus Community Interest Company",Active
05845248,"Living Derby C.i.c",Active
06907448,"Living Hope Project Community Interest Company","Active - Proposal to Strike off"
07942794,"Living Intentionally VS Existing CIC","Active - Proposal to Strike off"
06967213,"Living Mindfully Community Interest Company",Active
05649599,"Living Sober CIC",Active
07645977,"Living Sport Services C.I.C.",Active
08070997,"Living Waters Service Community Interest Company",Active
06666612,"Living Well International Community Interest Company",Active
06978169,"Liz Douglas Personal and Community Development Community Interest Company","Active - Proposal to Strike off"
08090903,"Llanfwrog Community Association CIC",Active
07255186,"Llangattock Green Valleys Community Interest Company",Active
06631166,"Llani Fairways Community Interest Company",Active
07647677,"LLC Consultancy CIC",Active
06904817,"Lloyds Academy Community Interest Company",Active
02657138,"LMB Education Community Interest Company",Active
07486092,"Local Action Cic",Active
07906667,"Local Epicentre CIC",Active
06566554,"Local Journeys Community Interest Company",Active
07622142,"Local Labour Hire CIC",Active
06478466,"Local Solutions (Ne) Community Interest Company",Active
07584906,"Locala Community Partnerships C.I.C.",Active
07618142,"Locally Made Community Interest Company",Active
SC412721,"Locavore Community Interest Company",Active
SC317140,"Loch Tayside Community Interest Company",Active
SC365453,"Lochaber Housing Association Property Services C.I.C.",Active
SC342801,"Locheport Mill Studios Community Interest Company",Active
SC324636,"Lochranza and Catacol Sea Society C.i.c",Active
07396349,"Lock Living Community Interest Company",Active
06855928,"Lock-in Energy CIC",Active
07429845,"Locked in Locked on CIC","Active - Proposal to Strike off"
07952707,"Locking Parklands Community Interest Company",Active
06056800,"Locomotive Production and Entertainment CIC",Active
07390816,"Locus Projects CIC",Active
06801771,"Locusfocus Community Interest Company","Active - Proposal to Strike off"
07201303,"The Olive Branch Recovery Communities C.I.C.",Active
07084394,"London Centre for Social Impact CIC",Active
07634657,"London College for Technical & Vocational Education C.I.C.",Active
06729420,"London Deaf and Disability Organisations Community Interest Company",Active
08001420,"London East Governor and School Support Services C.I.C.",Active
07192073,"London Gold Rush Community Interest Company","Active - Proposal to Strike off"
07523337,"London Green Festival CIC",Active
07011557,"London Independent Living Initiative Cic",Active
06765138,"London Jewish Advice Centre (Ljac) Community Interest Company",Active
06322097,"London Learning Consortium Community Interest Company",Active
07916964,"London Motor Museum Central CIC",Active
05027309,"London Motor Museum CIC",Liquidation
08024728,"London Sculpture Workshop CIC",Active
04442969,"London Technology Network Cic",Liquidation
08049086,"London Youth Events CIC",Active
07342536,"Lone Parent Enterprise C.i.c.",Active
07992021,"Long Melford Open Spaces C.I.C.",Active
06467958,"Longhorsley Village Playgroup Community Interest Company",Active
07252028,"Longlands Care Farm CIC",Active
04428898,"Longwater Ata C.I.C.",Active
06413338,"Look Out Learning Community Interest Company","Active - Proposal to Strike off"
07064164,"Loop Computer Reuse C.I.C.",Active
07909444,"Lootoo C.I.C.",Active
07701151,"Lorraine Dormand Consultancy Cic",Active
06851856,"Lottery for London CIC",Active
07781812,"Loud and Clear Liverpool Community Interest Company",Active
NI605272,"Lough Erne Floating Classroom Community Interest Company",Active
07073367,"Love & Light Complementary Therapies Community Interest Company",Active
06948551,"Love Clean Streets C.i.c",Active
07407684,"Love Zimbabwe Fair Trade CIC",Active
07929147,"Lovebread CIC",Active
07270622,"Loveworks (Bristol) CIC",Active
07088927,"Low Carbon Development Initiative C.i.c","Active - Proposal to Strike off"
07323285,"Low Carbon South West CIC",Active
06112800,"Lowena Community Interest Company",Active
07185835,"Lower Bush Farm CIC",Active
05814047,"Lowerhouse Cricket Club C.I.C.",Active
06902980,"Lucid Incident Community Interest Company",Active
07738619,"Lucky Hens CIC",Active
07466898,"Lucy Nobel Communications C.i.c.",Active
06769041,"Lupton CIC",Active
07396395,"Lustre and Bluster Community Interest Company",Active
07399511,"Luv2meetu Community Interest Company",Active
07492057,"LWS (UK) C.I.C.",Active
06588093,"Lydford House C.I.C.",Active
07517688,"Lymphcare UK CIC",Active
03390170,"Lynton and Barnstaple Railway Community Interest Company",Active
07459702,"Lynton Cottage Hotel Retreat Community Interest Company",Active
07783511,"Lynwood Care Centre Community Interest Company",Active
08038077,"Wight Across the Community CIC",Active
07772971,"M Club Spa and Fitness 2 C.I.C.",Active
07679427,"M Club Spa and Fitness C.I.C.",Active
SC382035,"M I Community C.I.C.",Active
07673547,"M&H Training Academy Community Interest Company",Active
08020435,"M3 Magazine CIC","Active - Proposal to Strike off"
07907005,"Maals Foundation CIC",Active
07654100,"Mablethorpe Art Works Tide C.i.c.",Active
SC380232,"Macaulay College C.I.C.",Active
05288911,"Mad (Make a Difference) Community Interest Company",Active
07001598,"Maddisons Activity Club CIC",Active
07029315,"Made By Young People Community Interest Company",Active
04216614,"Made in Stroud Shop C.I.C.",Active
SC394929,"Made in Ullapool Community Interest Company",Active
06386837,"Made Well Community Interest Company",Active
06989764,"Madeirahouse Cic","Active - Proposal to Strike off"
07801554,"Maerdy Wind Fund Community Interest Company",Active
07648367,"Magnetic Arts Community Interest Company",Active
06848228,"Maham Training & Consultancy Enterprises Community Interest Company",Active
07221582,"Main Event (Ne) Community Interest Company",Active
07221392,"Main Meal Community Interest Company",Active
06615147,"Sacgd C.i.c",Active
07654179,"Sacred Earth C.I.C.",Active
07999332,"Safe and Sound Childcare CIC",Active
06874729,"Safe for All CIC",Active
06887211,"Safe Haven Exotics C.I.C.",Active
07106494,"Safeguarding Alliance Community Interest Company","Active - Proposal to Strike off"
07235721,"Safeplay Asc CIC",Active
07855719,"Safer Activities for Everyone CIC",Active
08073616,"Safer Relationships Project Community Interest Company",Active
07497625,"Safety Scene Community Interest Company",Active
07422527,"Safety&support Suffolk Cic","Active - Proposal to Strike off"
06753891,"Saffron Walden Community Interest Company",Active
07801792,"Sage Community Enterprise CIC",Active
07756526,"Sage Skies Community Interest Company",Active
07429636,"Sahan Cares C.I.C.",Active
07588209,"Sahara Sports & Wellbeing Centre CIC",Active
06821730,"Sail Boat Project Community Interest Company",Active
06478935,"Sailing Therapy Community Interest Company",Active
07434142,"Saint George's Crypt Nurture Community Interest Company",Active
06510032,"Saints Thomas Iow Community Interest Company",Active
06882600,"Salaam Community Centre Community Interest Company",Active
06080313,"Salford Health Matters Community Interest Company",Active
06797207,"Salfordonline Community Interest Company",Active
07837489,"Salon & Vocational Skills Cic",Active
05864014,"Saltash Gateway Community Interest Company",Active
07610829,"Saltburn Photography Festival Cic","Active - Proposal to Strike off"
06212262,"Salterforth Community Action Group Community Interest Company",Active
07926793,"Salvage and Stitch CIC","Active - Proposal to Strike off"
07645998,"Salvation Advice & Guidance Into Work CIC",Active
07421416,"Salvere Social Enterprise CIC",Active
07213871,"Samanya Enrich C.i.c.",Active
07383078,"Samuel Coleridge Taylor Foundation CIC",Active
SC375440,"Sanday Enterprises Community Interest Company",Active
SC383635,"Sanday Renewables Community Interest Company",Active
06714443,"Sandbag Climate Campaign CIC",Active
08082547,"Sandbourne Training & Development C.I.C.",Active
07856712,"Sandford Hydro C.I.C.",Active
07982800,"Sandlanders Consulting Cic",Active
07420295,"Sandlanders Technology CIC",Active
07649833,"Sandwell Consortium CIC",Active
07807891,"Sandwell Learning and Youth Centre Community Interest Company","Active - Proposal to Strike off"
07411056,"Sandwich Tourism Initiative CIC",Active
06513014,"Sankey Valley Industrial Estate Community Interest Company",Active
06124326,"Sankofa Future Leaders C.I.C.",Active
06498806,"Sanna (Ar) Community Interest Company",Active
07577787,"Sante Refugee Mental Health Access Project CIC",Active
07844687,"Santosh Community Centre Community Interest Company",Active
06037530,"Sapna (Dream) Social Enterprise Community Interest Company","Active - Proposal to Strike off"
07900246,"Sapperfest CIC",Active
04273537,"Sarah Davenport CIC",Active
06661475,"Sarah Thorne Theatre Company Community Interest Company",Active
08056966,"Sat Nav Coaching CIC",Active
07386713,"Satterthwaite Area Community Interest Company",Active
06287221,"Save It Community Interest Company",Active
07526504,"Save Our Scene UK C.i.c.",Active
07241338,"Saving From Poverty Community Interest Company",Active
06241359,"Sawley Before and After School Club Community Interest Company",Active
06948711,"Say It Loud Community Interest Company",Active
06733230,"Sayarts.com CIC",Active
07646546,"SC Sports Academy Community Interest Company",Active
06181900,"Scarborough Blind Society Community Interest Company",Active
07560952,"Scariofunk Collective CIC",Active
07054987,"Scene Enterprises C.I.C.",Active
07050082,"Schola Foris C.I.C.",Active
07025974,"Scholemoor Beacon C.I.C.",Active
06471213,"School and Family C.I.C.",Active
07573314,"School Lettings Solutions Community Enterprise C.I.C.",Active
07472169,"Babywearing UK CIC",Active
07627258,"School of Commoning CIC",Active
07789211,"School2business Cic",Active
06603438,"Schools Courses & Career Development C.i.c",Active
07621333,"Schools Teaching Enterprise Programme CIC",Active
07421318,"Science Adventures C.I.C.",Active
07468811,"Science Communicators East Midlands CIC",Active
07479540,"Science Community Network C.I.C.",Active
06875240,"Scil Continuing Care Community Interest Company",Active
07916993,"Scilled C.i.c.",Active
SC309656,"Scotcash C.I.C.",Active
SC402020,"Scotia Skills C.i.c.",Active
SC379549,"Scotia Transport Skills Academy C.i.c.",Active
SC409755,"Scottish Architecture Students Assembly C.I.C.",Active
07548424,"Scrapworks Community Interest Company",Active
05974777,"Screenreader.net CIC",Active
06418261,"SD Scarf Community Interest Company",Active
06928529,"Sea Change Learning & Development Community Interest Company",Active
07879140,"Seaham Harbour Community Interest Company",Active
05603675,"Seal (Social Enterprise Alliance) Cic",Active
07211476,"Seatons Voice C.I.C.",Active
08073740,"Seatrust Community Interest Company",Active
07463071,"Secklow Sounds C.I.C.",Active
06601904,"Second Chance Project Community Interest Company",Active
07824336,"Second City Asylum & Refugee Community Engagement (Scarce) Cic",Active
06713111,"2nd Time Around Shops C.I.C.",Active
06942674,"Secret Seed Publications CIC",Active
06939368,"Sector Space Community Interest Company","Active - Proposal to Strike off"
08002172,"Sedgefield School Sport Partnership Community Interest Company",Active
07599396,"See 2 Hear Services C.i.c.","Active - Proposal to Strike off"
06667475,"See Change in Dementia Care C.I.C.",Active
07431489,"Seedcorn Se2 Community Interest Company",Active
07918215,"Seejobgroup Community Interest Company",Active
07163974,"Seen to Be Heard Cic","Active - Proposal to Strike off"
07067845,"Sefe Place C.i.c",Active
06640615,"Seg Teaching Community Interest Company",Active
03776951,"Seldom Heard C.I.C.",Active
08073227,"Select Community Support CIC",Active
07367627,"Self Heal UK CIC",Active
06895377,"Self Organised Network Group Cic","Active - Proposal to Strike off"
07482794,"Selfmotiv8 CIC",Active
05076554,"Selsey Social Club C.I.C.",Active
08002780,"Joyful Jams C.I.C.",Active
06804611,"Sensei Social Enterprise Community Interest Company","Active - Proposal to Strike off"
07883134,"Sensorial Cic",Active
07876725,"Sensoriel CIC",Active
08035338,"Sensory Matters C.i.c.",Active
07858713,"Sensory Solutions CIC",Active
07621397,"Sentient Capacity Development Community Interest Company",Active
07954226,"Sentient Cities Community Interest Company","Active - Proposal to Strike off"
06600567,"Sentinel Healthcare South West CIC",Active
07563156,"Sentinel Housing Group Cic",Active
07756602,"Serac Community C.I.C.",Active
06573530,"Serendipity Enterprising Solutions CIC",Active
08009489,"Serene Enterprise Alliance C.I.C.",Active
06364742,"Serenity (South Yorkshire) Community Interest Company",Active
07783213,"Services Employment & Enterprise Network Community Interest Company",Active
06748304,"Services for Empowerment and Advocacy CIC",Active
04728409,"Seven Arts Leeds C.I.C.",Active
05849189,"Sevenoaks Community Arts & Theatre Community Interest Company",Active
07139705,"Severn Dental Centre C.I.C.",Active
05887578,"Severn-Wye Social Enterprises Community Interest Company",Active
05270340,"Severnside Community Rail Partnership C.i.c",Active
06911904,"Severnvale Media Community Interest Company",Active
07534899,"Sewm C.I.C.",Active
07944329,"Sfadf C.i.c.",Active
07864693,"Sfl:making a Difference C.I.C.",Active
07599277,"SGS Spectrum CIC",Active
06956592,"Shabby2chic Community Interest Company",Active
07067832,"Shadows in Green C.I.C.",Active
07621330,"Shake, Rhythm & Song Cic",Active
07403904,"Shalom Street Theatre Cic",Active
07255090,"Shame & Pride Community Interest Company","Active - Proposal to Strike off"
07616395,"Shankar Therapies Cic",Active
06872432,"Share Think and Act Community Interest Company",Active
06919338,"Shared Future Community Interest Company",Active
SC389552,"Sharesci CIC",Active
07520134,"Sharespace CIC",Active
07023223,"Sharing Parenting An Adlerian Approach to Parenting Community Interest Company",Active
07265145,"Sharq C.I.C.",Active
06875223,"Shawfire Enterprise CIC",Active
07431405,"Sheering Village Pre-School CIC",Active
08077357,"Sheffield Community Radio (SCR) CIC",Active
07549125,"Shelter 2 All Cic",Active
07450232,"Sherratts Wood Community Interest Company",Active
07138461,"Sherston Old School Community Interest Company",Active
06278394,"Shes (Garden Centres) Cic",Active
SC404044,"Shetland Arts Ip C.I.C.",Active
SC351431,"Shetlandorganics Community Interest Company",Active
07295260,"Shifnal Farmers' Market CIC",Active
07264214,"Shifnal Festival CIC",Active
07128068,"Shift Bristol Community Interest Company",Active
07026559,"Shilla Education Community Interest Company",Active
08067732,"Shine for Life Equine Assisted Therapy C.I.C.",Active
07827262,"Shine in Life Community Interest Company","Active - Proposal to Strike off"
07581098,"Shine Regeneration Cic",Active
05796163,"Shining Light UK Community Interest Company","Active - Proposal to Strike off"
04541626,"Shipshape Ventures Community Interest Company",Liquidation
07733599,"Shipston Pre-School Community Interest Company",Active
06818799,"Shipston Town Management Partnership Community Interest Company",Active
07986519,"River City Vision CIC",Active
06613779,"Shoebox Theatre Community Interest Company",Active
06375168,"Shontal 1705 Community Interest Company",Active
05286998,"Shoot Experience C.I.C.","Active - Proposal to Strike off"
05745402,"Shoot Your Mouth Off CIC",Active
07028794,"Shop (Vintage Lounge and Arts Venue) Community Interest Company",Active
07308735,"Shore Radio Community Interest Company",Active
SC411978,"Shore Restore Services C.I.C.",Active
06361027,"Shoreditch Youth Network Community Interest Company",Active
07288944,"Show Me Wot You Got CIC",Active
07628505,"Shropshire Eco-Heritage Cic",Active
08033872,"A Good Place 2 Start C.I.C.",Active
07005370,"Wathen Publishing CIC",Active
07366742,"Side-By-Side Active Learning Community Interest Company",Active
SC352706,"Siege Perilous Community Interest Company",Active
06560031,"Sign Circle Community Interest Company",Active
07360293,"Sign Events CIC",Active
07759689,"Significant Seams CIC",Active
07706802,"Signing Network CIC",Active
07587983,"Signpost Inclusion Community Interest Company",Active
05595953,"Signwales CBC",Active
07832851,"Sikh Social and Welfare Association and Day Care Centre CIC",Active
07274072,"Silian Old School Community Interest Company",Active
06980792,"Silk Homecare Community Interest Company",Active
07135193,"Silkworks Community Interest Company",Active
07164718,"Sils Northwest C.i.c.",Active
07089401,"Silver Lining Experience CIC",Active
07844703,"Silver Safaris Community Interest Company",Active
07447869,"Silver Streak Recruitment and Learning Agency CIC",Active
07740535,"Simple Learning C.I.C.",Active
07729685,"Simple Society C.i.c.",Active
06610995,"Simple Stuff Works CIC",Active
07578258,"Simplicious C.I.C.",Active
05155862,"Simply Counselling Community Interest Company",Active
07343584,"Sing & Grow UK CIC",Active
06228714,"Sing UK CIC",Active
06988486,"Singing Our Socks Off (the Soso Club) Community Interest Company",Active
07665444,"Sirens Surf C.i.c.",Active
07585003,"Sirona Care & Health C.I.C.",Active
06570184,"Sirona Therapeutic Horsemanship Community Interest Company",Active
07952713,"Siso Community Interest Company",Active
07599007,"Sistah Outlets! Community Cultural Stores C.I.C.",Active
07197316,"Sister Tree C.i.c.",Active
07246904,"Sister Ukhana Community Interest Company",Active
07576751,"Six Degrees Social Enterprise C.I.C.",Active
07599090,"SJ Helpline Services CIC",Active
07883880,"Sk8 Safe in the Community Community Interest Company",Active
08077323,"Sk8side CIC",Active
06336471,"Skate Tech Community Interest Company","Active - Proposal to Strike off"
06775339,"Skelmersdale Training Services Community Interest Company","Active - Proposal to Strike off"
08062996,"Skelwith & Langdale Community Land Trust C.I.C.",Active
06503579,"Skillbuilders Community Interest Company",Active
04567984,"Skillnet Group Community Interest Company",Active
07937106,"Skills Achievement Service CIC",Active
07330934,"Skills Exchange Academy CIC",Active
NI066532,"Skills for Life - Learning Centre C.i.c",Active
08081426,"Skills for Work Cornwall C.I.C.",Active
07254990,"Skills in the Community Community Interest Company",Active
07904103,"Skills Rocket C.I.C.",Active
07201699,"Skills Start Here Community Interest Company",Active
07381615,"Skills to Shine Community Interest Company",Active
07628742,"Skills to Shine UK Community Interest Company",Active
07902325,"Skillspool Training C.I.C.",Active
07582788,"Skillsprovider C.i.c.",Active
07653521,"Skillz Coaching C.i.c.","Active - Proposal to Strike off"
07728167,"Skint Student Cic",Active
07028010,"SKMB Community Interest Company",Active
SC369965,"SKS Scotland Community Interest Company",Active
07901790,"Skybluered Studio CIC",Active
SC259170,"Skye & Lochalsh Food Link C.I.C.",Active
07394924,"Skylight South Normanton Cic","Active - Proposal to Strike off"
07189711,"Skyway Programs C.I.C.",Active
SC319943,"Slavic and Eastern European Institute Community Interest Company",Active
07221835,"SLB Logistics Ata CIC",Active
06486171,"SLCP Thunder CIC",Active
06457819,"The Woodfuel Centre CIC",Active
08074618,"Sleepsense CIC",Active
06800525,"Slim Fit Community Interest Company",Active
06675690,"Slough Health CIC",Active
07637117,"SLR Fencing Cic",Active
07543634,"Slyced Bread Community Interest Company",Active
07299828,"Small Stories Theatre Community Interest Company",Active
08071087,"Small Things Creative Projects C.I.C.",Active
07160737,"Smallgiants@uk Cic",Active
07808550,"Smart Cat Creative CIC",Active
07861663,"Smart Csos C.I.C.",Active
06995089,"Smart Savings South West Community Interest Company",Active
07614667,"Smart Start 4 Young People CIC",Active
07976098,"Smartkidz Childcare C.I.C.",Active
07117211,"SMMGP Cic",Active
06654131,"SMP Community Workshop C.i.c",Active
07886617,"Smyl in Practice Cic",Active
06503281,"Snaresbrook Arts Project CIC",Active
06459516,"Sneinton Alchemy Community Interest Company",Active
07336590,"So Active CIC",Active
07712654,"Soar Valley Music Centre Education & Training C.I.C.",Active
07402275,"Recoverylink CIC",Active
07325609,"Soccer Elite Fa (South East) Community Interest Company",Active
07174969,"Soccer Lions Staffordshire C.I.C.",Active
07632116,"Socentall CIC",Active
07409450,"Sociacapita Solutions Community Interest Company",Active
07934200,"Social Action and Research Foundation C.I.C.",Active
07838059,"Social Alert Me C.i.c.",Active
07654156,"Social and Local CIC",Active
07272068,"Social Business Brokers CIC",Active
NI607191,"Social Capital (North West) C.I.C.",Active
07504666,"Social Change Through Education in the Middle East (Sceme-UK)- CIC",Active
06618693,"Social Enterprise (Africa) Community Interest Company",Active
06778695,"Social Enterprise Across the Moorlands CIC",Active
07245624,"Social Enterprise Acumen CIC",Active
05915913,"Social Enterprise Berkshire Community Interest Company",Active
06218862,"Social Enterprise Foundation C.I.C.",Active
08029293,"Social Enterprise Kairo Cic",Active
07715180,"Social Enterprise Link (Wessex) CIC",Active
03502587,"Social Enterprise London C.I.C.",Liquidation
07133698,"Social Enterprise Mark CIC",Active
07446290,"Social Enterprise Merton C.I.C.",Active
06632079,"Social Enterprise North East Community Interest Company",Active
06137148,"Social Enterprise Projects Community Interest Company","Active - Proposal to Strike off"
06821775,"Social Enterprise Search Community Interest Company","Active - Proposal to Strike off"
05816448,"Social Enterprise Solutions (UK) C.i.c",Active
02789792,"Social Enterprise Works C.I.C.",Active
SC425154,"Social Enterprise World Forum C.I.C.",Active
08071864,"Social Equity Partners C.I.C.",Active
08052643,"Social Inclusion Enterprises C.I.C.",Active
07444012,"Social Innovation Unit Cic",Active
07673308,"Social Kitchen CIC",Active
07659241,"Social Media for Schools Cic",Active
07655453,"Social Media Today Cic",Active
07646589,"Social Pictures Community Interest Company",Active
07873263,"Social Recycling Partnership Cic",Active
04846529,"Social Spider Community Interest Company",Active
07566368,"Social Strategies Cic",Active
07566434,"Social Symmetry C.i.c.",Active
07954912,"Social Telecoms C.I.C.",Active
07346226,"Social Traders Cic",Active
07528554,"Social Transformation to Enable People's Skills CIC",Active
07842876,"Sociality Mathematics CIC",Active
SC414299,"Soco Solutions Cic",Active
06437490,"Sofa Environmental Services C.I.C.",Active
07969329,"Sofa Surfing C.I.C.",Active
08001197,"Sofab Sports CIC",Active
07892811,"Soho/Victoria Friends & Neighbours Community Interest Company",Active
07483247,"Sol Housing Support Community Interest Company","Active - Proposal to Strike off"
07761102,"Sol Trader Cic",Active
07885020,"Solace Community Enterprises Community Interest Company",Active
06611620,"Solar Learning Services Community Interest Company",Active
06162064,"Solarrate Community Interest Company",Active
NI609886,"Solas C.i.c.",Active
07841468,"Solent Business Growth Network C.I.C.",Active
07557958,"Solent Day Care C.I.C.",Active
07117145,"Solidago Training & Development Community Interest Company",Active
NI606321,"Sollus Social Enterprises CIC",Active
07451497,"Solutions 4 Homes Cic","Active - Proposal to Strike off"
07349509,"Somali Professionals Initiative (Spin) Community Interest Company","Active - Proposal to Strike off"
07369921,"Somerset Business Agency C.I.C.",Active
06018662,"Somerset Co-Operative Services CIC",Active
06936680,"Somerset Tourism Association Community Interest Company",Active
07602623,"Twenty First Century Learning CIC",Active
06871302,"Somersham and District Community Shop Community Interest Company",Active
07794687,"Something Underground Theatre Company Cic",Active
07599376,"Sonic Zoo Industries CIC",Active
SC373500,"Soroba Training CIC",Liquidation
07641753,"Sortified CIC",Active
08079076,"Soul Mind Body Balance C.I.C.",Active
06487906,"Sound Communication Community Interest Company",Active
06371797,"Sound Gallery CIC",Active
07963935,"Sound Merseyside Community Interest Company",Active
07646062,"Sound Travels Music Workshop Community Interest Company",Active
07538304,"Soundworx Media C.i.c.","Active - Proposal to Strike off"
07911320,"South & West Coastal Projects CIC","Active - Proposal to Strike off"
08007648,"South Asian Parent C.I.C.",Active
07058594,"South Copeland Tourism Community Interest Company",Active
07828609,"South East Community Training & Apprenticeship Services Cic",Active
07637524,"South East London Tennis C.I.C.",Active
07778424,"South East Performing Arts CIC",Active
07027572,"South East Social Care Alliance Community Interest Company",Active
06779753,"South Fambridge Mews Bar Community Interest Company",Active
07720419,"South Gloucester Media Community Interest Company",Active
06569137,"South Holland Local Housing Community Interest Company",Active
05647813,"South Holland Radio Community Interest Company",Active
06570056,"South Kerrier Alliance Community Interest Company",Active
07726558,"South Midland Connect Community Interest Company",Active
07255508,"South Norfolk Healthcare C.I.C.",Active
06669494,"South Normanton Community Interest Company",Active
07029105,"South Normanton Pre-School CIC",Active
07114562,"South Northants. Healthcare Community Interest Company",Active
07255240,"South Notts Integrated Clinical Services CIC",Active
06256633,"South Rushden Junior Football Club Community Interest Company",Active
05880668,"South Tyneside Academy of Musical Performance Community Interest Company",Active
08021242,"South Tyneside Gymnastics and Wellbeing Centre Community Interest Company",Active
07204807,"South Warwickshire Local Food Community Interest Company",Active
07534575,"South West Active Stroke and Heart C.I.C.",Active
07136600,"South West Area of Northamptonshire Community Interest Company",Active
06695789,"South West Art Work Community Interest Company",Active
06512423,"South West Counties Allotment Association Community Interest Company",Active
07188888,"South West Dance Theatre C.I.C.",Active
06732991,"South West Design Forum C.i.c",Active
07911350,"South West Enterprise Facilitation Cic",Active
04536153,"South West Food and Drink Community Interest Company",Active
07953923,"South West Ice Arena C.i.c.",Active
05047173,"South West Internet CIC",Active
07662034,"South West Trading Routes CIC",Active
07261960,"South West Training Coaching & Health Community Interest Company",Active
02106145,"Spectrum Centre for Independent Living CIC",Active
05655435,"Southbank Mosaics C.I.C.",Active
07673749,"Southbourne Creative Hub Community Interest Company",Active
07231082,"Southport Music Community C.I.C.","Active - Proposal to Strike off"
SC418100,"Southside Film Festival C.I.C.",Active
06828626,"Southwark Circle Cic",Active
07366764,"Southwark Community Sports Trust C.I.C.",Active
08068154,"Mind and Respite Support C.I.C.",Active
07231064,"Southwell Afterschool Club CIC",Active
06956693,"Southwest Advocacy Community Interest Company",Active
07363958,"Sovereign Finance Services for Charities CIC",Active
07078140,"Sovereign Harbour (Sea Defences) Community Interest Company",Active
06653498,"Space Blackpool Community Interest Company",Active
06491149,"Space Connections Enterprises C.i.c",Active
06858827,"Space for You Community Interest Company",Active
08006452,"Space Margate CIC","Active - Proposal to Strike off"
07072651,"Spacetocreate Community Interest Company",Active
07010434,"Sparc Teams C.I.C.",Active
SC396022,"Sparewheels Community Interest Company",Active
06422270,"Spark Educare CIC",Active
07338996,"Spartans Gym & Health Club CIC",Active
02239798,"SPDNS Nurse Care Community Interest Company",Active
07530955,"Speak Up CIC",Active
06629887,"Speaking Out Community Interest Company",Active
07729787,"Special Virtuosi CIC",Active
07030897,"Specialist Autism Services CIC",Active
07542206,"Specs Gallery CIC","Active - Proposal to Strike off"
07009288,"Spectrum Community Arts Community Interest Company",Active
07300133,"Spectrum Community Health C.I.C.",Active
07681807,"Spectrum Creative London C.i.c.",Active
